,glom,id,weight,cell.type,connectivity.type,dataset,index,cell_name
9827,D,760225398,0.005847953,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9828,DA1,760225398,0.005847953,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9829,DA2,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9830,DA3,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9831,DA4l,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9832,DA4m,760225398,0.029239766,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9833,DC1,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9834,DC2,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9835,DC3,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9836,DC4,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9837,DL1,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9838,DL2d,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9839,DL2v,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9840,DL3,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9841,DL4,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9842,DL5,760225398,0.005847953,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9843,DM1,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9844,DM2,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9845,DM3,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9846,DM4,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9847,DM5,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9848,DM6,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9849,DP1l,760225398,0.011695906,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9850,DP1m,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9852,V,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9853,VA1d,760225398,0.005847953,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9854,VA1v,760225398,0.210526316,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9855,VA2,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9856,VA3,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9857,VA4,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9858,VA5,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9859,VA6,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9860,VA7l,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9861,VA7m,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9862,VC1,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9863,VC2,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9864,VC3,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9865,VC4,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9866,VC5,760225398,0.005847953,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9867,VL1,760225398,0.046783626,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9868,VL2a,760225398,0.105263158,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9869,VL2p,760225398,0.169590643,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9870,VM1,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9871,VM2,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9872,VM3,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9873,VM4,760225398,0.01754386,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9874,VM5d,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9875,VM5v,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9876,VM6,760225398,0.081871345,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9877,VM7d,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9878,VM7v,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9879,VP1d,760225398,0.029239766,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9880,VP1l,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9881,VP1m,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9882,VP2,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9884,VP3,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9886,VP5,760225398,0,LHPV4a1,LHPV4a1,Hemibrain,1,LHPV4a1_1
9887,D,760541793,0,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9888,DA1,760541793,0,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9889,DA2,760541793,0,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9890,DA3,760541793,0,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9891,DA4l,760541793,0,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9892,DA4m,760541793,0,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9893,DC1,760541793,0.025210084,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9894,DC2,760541793,0,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9895,DC3,760541793,0,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9896,DC4,760541793,0,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9897,DL1,760541793,0.084033613,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9898,DL2d,760541793,0.025210084,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9899,DL2v,760541793,0.008403361,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9900,DL3,760541793,0,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9901,DL4,760541793,0,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9902,DL5,760541793,0.016806723,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9903,DM1,760541793,0.109243697,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9904,DM2,760541793,0.008403361,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9905,DM3,760541793,0.008403361,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9906,DM4,760541793,0.134453782,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9907,DM5,760541793,0.033613445,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9908,DM6,760541793,0.025210084,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9909,DP1l,760541793,0.025210084,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9910,DP1m,760541793,0.016806723,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9912,V,760541793,0,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9913,VA1d,760541793,0.058823529,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9914,VA1v,760541793,0.025210084,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9915,VA2,760541793,0.033613445,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9916,VA3,760541793,0,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9917,VA4,760541793,0.008403361,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9918,VA5,760541793,0,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9919,VA6,760541793,0.033613445,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9920,VA7l,760541793,0.008403361,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9921,VA7m,760541793,0,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9922,VC1,760541793,0,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9923,VC2,760541793,0,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9924,VC3,760541793,0.008403361,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9925,VC4,760541793,0.033613445,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9926,VC5,760541793,0,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9927,VL1,760541793,0,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9928,VL2a,760541793,0,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9929,VL2p,760541793,0,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9930,VM1,760541793,0,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9931,VM2,760541793,0,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9932,VM3,760541793,0,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9933,VM4,760541793,0,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9934,VM5d,760541793,0.016806723,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9935,VM5v,760541793,0.042016807,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9936,VM6,760541793,0,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9937,VM7d,760541793,0.067226891,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9938,VM7v,760541793,0,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9939,VP1d,760541793,0,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9940,VP1l,760541793,0,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9941,VP1m,760541793,0,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9942,VP2,760541793,0,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9944,VP3,760541793,0,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9946,VP5,760541793,0,LHAV4a1,LHAV4a1_a,Hemibrain,1,LHAV4a1_a_1
9947,D,760566169,0.023622047,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9948,DA1,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9949,DA2,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9950,DA3,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9951,DA4l,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9952,DA4m,760566169,0.003937008,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9953,DC1,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9954,DC2,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9955,DC3,760566169,0.003937008,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9956,DC4,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9957,DL1,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9958,DL2d,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9959,DL2v,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9960,DL3,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9961,DL4,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9962,DL5,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9963,DM1,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9964,DM2,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9965,DM3,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9966,DM4,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9967,DM5,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9968,DM6,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9969,DP1l,760566169,0.011811024,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9970,DP1m,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9972,V,760566169,0.007874016,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9973,VA1d,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9974,VA1v,760566169,0.204724409,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9975,VA2,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9976,VA3,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9977,VA4,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9978,VA5,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9979,VA6,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9980,VA7l,760566169,0.007874016,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9981,VA7m,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9982,VC1,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9983,VC2,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9984,VC3,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9985,VC4,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9986,VC5,760566169,0.003937008,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9987,VL1,760566169,0.031496063,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9988,VL2a,760566169,0.141732283,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9989,VL2p,760566169,0.208661417,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9990,VM1,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9991,VM2,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9992,VM3,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9993,VM4,760566169,0.066929134,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9994,VM5d,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9995,VM5v,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9996,VM6,760566169,0.090551181,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9997,VM7d,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9998,VM7v,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
9999,VP1d,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
10000,VP1l,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
10001,VP1m,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
10002,VP2,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
10004,VP3,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
10006,VP5,760566169,0,LHPV4a1,LHPV4a1,Hemibrain,2,LHPV4a1_2
10007,D,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10008,DA1,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10009,DA2,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10010,DA3,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10011,DA4l,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10012,DA4m,760566454,0.006756757,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10013,DC1,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10014,DC2,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10015,DC3,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10016,DC4,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10017,DL1,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10018,DL2d,760566454,0.013513514,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10019,DL2v,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10020,DL3,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10021,DL4,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10022,DL5,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10023,DM1,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10024,DM2,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10025,DM3,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10026,DM4,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10027,DM5,760566454,0.054054054,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10028,DM6,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10029,DP1l,760566454,0.033783784,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10030,DP1m,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10032,V,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10033,VA1d,760566454,0.006756757,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10034,VA1v,760566454,0.25,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10035,VA2,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10036,VA3,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10037,VA4,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10038,VA5,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10039,VA6,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10040,VA7l,760566454,0.02027027,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10041,VA7m,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10042,VC1,760566454,0.006756757,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10043,VC2,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10044,VC3,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10045,VC4,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10046,VC5,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10047,VL1,760566454,0.013513514,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10048,VL2a,760566454,0.006756757,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10049,VL2p,760566454,0.22972973,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10050,VM1,760566454,0.033783784,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10051,VM2,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10052,VM3,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10053,VM4,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10054,VM5d,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10055,VM5v,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10056,VM6,760566454,0.094594595,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10057,VM7d,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10058,VM7v,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10059,VP1d,760566454,0.006756757,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10060,VP1l,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10061,VP1m,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10062,VP2,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10064,VP3,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10066,VP5,760566454,0,LHPV4a4,LHPV4a4_b,Hemibrain,1,LHPV4a4_b_1
10067,D,760566735,0.043209877,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10068,DA1,760566735,0,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10069,DA2,760566735,0,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10070,DA3,760566735,0,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10071,DA4l,760566735,0,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10072,DA4m,760566735,0.074074074,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10073,DC1,760566735,0,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10074,DC2,760566735,0,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10075,DC3,760566735,0,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10076,DC4,760566735,0,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10077,DL1,760566735,0,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10078,DL2d,760566735,0,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10079,DL2v,760566735,0,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10080,DL3,760566735,0,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10081,DL4,760566735,0,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10082,DL5,760566735,0.024691358,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10083,DM1,760566735,0,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10084,DM2,760566735,0,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10085,DM3,760566735,0,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10086,DM4,760566735,0,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10087,DM5,760566735,0,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10088,DM6,760566735,0,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10089,DP1l,760566735,0.12345679,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10090,DP1m,760566735,0,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10092,V,760566735,0,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10093,VA1d,760566735,0,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10094,VA1v,760566735,0,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10095,VA2,760566735,0,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10096,VA3,760566735,0,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10097,VA4,760566735,0,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10098,VA5,760566735,0.055555556,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10099,VA6,760566735,0,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10100,VA7l,760566735,0.030864198,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10101,VA7m,760566735,0,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10102,VC1,760566735,0,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10103,VC2,760566735,0.012345679,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10104,VC3,760566735,0,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10105,VC4,760566735,0,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10106,VC5,760566735,0,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10107,VL1,760566735,0.135802469,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10108,VL2a,760566735,0.055555556,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10109,VL2p,760566735,0.024691358,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10110,VM1,760566735,0.037037037,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10111,VM2,760566735,0,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
10112,VM3,760566735,0,LHPV4a2,LHPV4a2,Hemibrain,1,LHPV4a2_1
