,glom,id,weight,cell.type,connectivity.type,dataset,index,cell_name
1791,VC5,1710886,0.018867925,LHPV2c1,LHPV2c1_a,FAFB,2,LHPV2c1_a_2
1800,VL1,1710886,0,LHPV2c1,LHPV2c1_a,FAFB,2,LHPV2c1_a_2
1801,VL2a,1710886,0.056603774,LHPV2c1,LHPV2c1_a,FAFB,2,LHPV2c1_a_2
1802,VL2p,1710886,0,LHPV2c1,LHPV2c1_a,FAFB,2,LHPV2c1_a_2
1803,VM1,1710886,0,LHPV2c1,LHPV2c1_a,FAFB,2,LHPV2c1_a_2
1804,VM2,1710886,0,LHPV2c1,LHPV2c1_a,FAFB,2,LHPV2c1_a_2
1805,VM3,1710886,0,LHPV2c1,LHPV2c1_a,FAFB,2,LHPV2c1_a_2
1806,VM4,1710886,0,LHPV2c1,LHPV2c1_a,FAFB,2,LHPV2c1_a_2
1807,VM5d,1710886,0,LHPV2c1,LHPV2c1_a,FAFB,2,LHPV2c1_a_2
1808,VM5v,1710886,0.037735849,LHPV2c1,LHPV2c1_a,FAFB,2,LHPV2c1_a_2
1809,VM6,1710886,0.018867925,LHPV2c1,LHPV2c1_a,FAFB,2,LHPV2c1_a_2
1810,VM7d,1710886,0,LHPV2c1,LHPV2c1_a,FAFB,2,LHPV2c1_a_2
1811,VM7v,1710886,0,LHPV2c1,LHPV2c1_a,FAFB,2,LHPV2c1_a_2
1812,VP1d,1710886,0,LHPV2c1,LHPV2c1_a,FAFB,2,LHPV2c1_a_2
1813,VP1l,1710886,0,LHPV2c1,LHPV2c1_a,FAFB,2,LHPV2c1_a_2
1814,VP1m,1710886,0,LHPV2c1,LHPV2c1_a,FAFB,2,LHPV2c1_a_2
1815,VP2,1710886,0,LHPV2c1,LHPV2c1_a,FAFB,2,LHPV2c1_a_2
1816,VP3,1710886,0,LHPV2c1,LHPV2c1_a,FAFB,2,LHPV2c1_a_2
1817,VP5,1710886,0,LHPV2c1,LHPV2c1_a,FAFB,2,LHPV2c1_a_2
1899,D,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1900,DA1,1812558,0.636363636,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1901,DA2,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1902,DA3,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1903,DA4l,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1904,DA4m,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1905,DC1,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1906,DC2,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1907,DC3,1812558,0.20661157,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1908,DC4,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1909,DL1,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1910,DL2d,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1911,DL2v,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1912,DL3,1812558,0.074380165,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1913,DL4,1812558,0.082644628,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1914,DL5,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1915,DM1,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1916,DM2,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1917,DM3,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1918,DM4,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1919,DM5,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1920,DM6,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1921,DP1l,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1922,DP1m,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1923,V,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1924,VA1d,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1925,VA1v,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1926,VA2,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1927,VA3,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1928,VA4,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1929,VA5,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1930,VA6,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1931,VA7l,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1932,VA7m,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1933,VC1,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1934,VC2,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1935,VC3,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1936,VC4,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1937,VC5,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1946,VL1,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1947,VL2a,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1948,VL2p,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1949,VM1,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1950,VM2,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1951,VM3,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1952,VM4,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1953,VM5d,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1954,VM5v,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1955,VM6,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1956,VM7d,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1957,VM7v,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1958,VP1d,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1959,VP1l,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1960,VP1m,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1961,VP2,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1962,VP3,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
1963,VP5,1812558,0,LHAD3a8,LHAD3a8_a,FAFB,1,LHAD3a8_a_1
2045,D,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2046,DA1,1870230,0.440677966,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2047,DA2,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2048,DA3,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2049,DA4l,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2050,DA4m,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2051,DC1,1870230,0.008474576,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2052,DC2,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2053,DC3,1870230,0.012711864,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2054,DC4,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2055,DL1,1870230,0.004237288,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2056,DL2d,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2057,DL2v,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2058,DL3,1870230,0.11440678,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2059,DL4,1870230,0.131355932,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2060,DL5,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2061,DM1,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2062,DM2,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2063,DM3,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2064,DM4,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2065,DM5,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2066,DM6,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2067,DP1l,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2068,DP1m,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2069,V,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2070,VA1d,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2071,VA1v,1870230,0.059322034,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2072,VA2,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2073,VA3,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2074,VA4,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2075,VA5,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2076,VA6,1870230,0.105932203,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2077,VA7l,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2078,VA7m,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2079,VC1,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2080,VC2,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2081,VC3,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2082,VC4,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2083,VC5,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2092,VL1,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2093,VL2a,1870230,0.110169492,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2094,VL2p,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2095,VM1,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2096,VM2,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2097,VM3,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2098,VM4,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2099,VM5d,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2100,VM5v,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2101,VM6,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2102,VM7d,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2103,VM7v,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2104,VP1d,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2105,VP1l,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2106,VP1m,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2107,VP2,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2108,VP3,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2109,VP5,1870230,0,LHAV2a3,LHAV2a3,FAFB,1,LHAV2a3_1
2118,D,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2119,DA1,1879479,0.02173913,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2120,DA2,1879479,0.217391304,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2121,DA3,1879479,0.304347826,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2122,DA4l,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2123,DA4m,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2124,DC1,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2125,DC2,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2126,DC3,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2127,DC4,1879479,0.065217391,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2128,DL1,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2129,DL2d,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2130,DL2v,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2131,DL3,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2132,DL4,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2133,DL5,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2134,DM1,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2135,DM2,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2136,DM3,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2137,DM4,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2138,DM5,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2139,DM6,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2140,DP1l,1879479,0.02173913,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2141,DP1m,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2142,V,1879479,0.043478261,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2143,VA1d,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2144,VA1v,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2145,VA2,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2146,VA3,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2147,VA4,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2148,VA5,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2149,VA6,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2150,VA7l,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2151,VA7m,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2152,VC1,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2153,VC2,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2154,VC3,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2155,VC4,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2156,VC5,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2165,VL1,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2166,VL2a,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2167,VL2p,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2168,VM1,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2169,VM2,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2170,VM3,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2171,VM4,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2172,VM5d,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2173,VM5v,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2174,VM6,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2175,VM7d,1879479,0.086956522,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2176,VM7v,1879479,0.065217391,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2177,VP1d,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2178,VP1l,1879479,0.02173913,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2179,VP1m,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2180,VP2,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2181,VP3,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2182,VP5,1879479,0,LHAD1f4,LHAD1f4,FAFB,1,LHAD1f4_1
2191,D,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2192,DA1,1911124,0.475982533,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2193,DA2,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2194,DA3,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2195,DA4l,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2196,DA4m,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2197,DC1,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2198,DC2,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2199,DC3,1911124,0.065502183,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2200,DC4,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2201,DL1,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2202,DL2d,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2203,DL2v,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2204,DL3,1911124,0.231441048,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2205,DL4,1911124,0.061135371,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2206,DL5,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2207,DM1,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2208,DM2,1911124,0.013100437,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2209,DM3,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2210,DM4,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2211,DM5,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2212,DM6,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2213,DP1l,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2214,DP1m,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2215,V,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2216,VA1d,1911124,0.013100437,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2217,VA1v,1911124,0.07860262,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2218,VA2,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2219,VA3,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2220,VA4,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2221,VA5,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2222,VA6,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2223,VA7l,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2224,VA7m,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2225,VC1,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2226,VC2,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2227,VC3,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2228,VC4,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2229,VC5,1911124,0.008733624,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2238,VL1,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2239,VL2a,1911124,0.030567686,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2240,VL2p,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2241,VM1,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2242,VM2,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2243,VM3,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2244,VM4,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2245,VM5d,1911124,0.013100437,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2246,VM5v,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2247,VM6,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2248,VM7d,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2249,VM7v,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2250,VP1d,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2251,VP1l,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2252,VP1m,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2253,VP2,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2254,VP3,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2255,VP5,1911124,0,LHAV4a4,LHAV4a4,FAFB,1,LHAV4a4_1
2337,D,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2338,DA1,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2339,DA2,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2340,DA3,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2341,DA4l,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2342,DA4m,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2343,DC1,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2344,DC2,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2345,DC3,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2346,DC4,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2347,DL1,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2348,DL2d,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2349,DL2v,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2350,DL3,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2351,DL4,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2352,DL5,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2353,DM1,2042935,0.523809524,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2354,DM2,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2355,DM3,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2356,DM4,2042935,0.071428571,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2357,DM5,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2358,DM6,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2359,DP1l,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2360,DP1m,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2361,V,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2362,VA1d,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2363,VA1v,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2364,VA2,2042935,0.023809524,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2365,VA3,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2366,VA4,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2367,VA5,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2368,VA6,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2369,VA7l,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2370,VA7m,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2371,VC1,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2372,VC2,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2373,VC3,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2374,VC4,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2375,VC5,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2384,VL1,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2385,VL2a,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
